10802,40,2024-04-12 00:05:56,000001,2024
10803,42,2024-04-12 00:05:57,000002,2024
10804,2,2024-04-12 00:05:57,000004,2024
10805,21,2024-04-12 00:05:57,000005,2024
10806,10,2024-04-12 00:05:57,000006,2024
10807,11,2024-04-12 00:05:57,000007,2024
10808,19,2024-04-12 00:05:58,000008,2024
10809,2,2024-04-12 00:05:58,000009,2024
10810,26,2024-04-12 00:05:58,000010,2024
10811,49,2024-04-12 00:05:59,000011,2024
10812,4,2024-04-12 00:05:59,000012,2024
10813,24,2024-04-12 00:05:59,000014,2024
10814,72,2024-04-12 00:06:00,000016,2024
10815,18,2024-04-12 00:06:00,000017,2024
10816,9,2024-04-12 00:06:00,000019,2024
10817,7,2024-04-12 00:06:00,000020,2024
10818,37,2024-04-12 00:06:01,000021,2024
10819,15,2024-04-12 00:06:01,000023,2024
10820,31,2024-04-12 00:06:01,000025,2024
10821,37,2024-04-12 00:06:02,000026,2024
10822,45,2024-04-12 00:06:03,000027,2024
10823,42,2024-04-12 00:06:03,000028,2024
10824,25,2024-04-12 00:06:03,000029,2024
10825,20,2024-04-12 00:06:03,000030,2024
10826,19,2024-04-12 00:06:04,000031,2024
10827,23,2024-04-12 00:06:04,000032,2024
10828,97,2024-04-12 00:06:04,000034,2024
10829,13,2024-04-12 00:06:05,000035,2024
10830,20,2024-04-12 00:06:05,000036,2024
10831,47,2024-04-12 00:06:05,000037,2024
10832,68,2024-04-12 00:06:05,000039,2024
10833,7,2024-04-12 00:06:06,000040,2024
10834,17,2024-04-12 00:06:06,000042,2024
10835,37,2024-04-12 00:06:07,000045,2024
10836,45,2024-04-12 00:06:07,000048,2024
10837,58,2024-04-12 00:06:08,000049,2024
10838,55,2024-04-12 00:06:08,000050,2024
10839,27,2024-04-12 00:06:08,000055,2024
10840,9,2024-04-12 00:06:08,000056,2024
10841,50,2024-04-12 00:06:09,000058,2024
10842,9,2024-04-12 00:06:09,000059,2024
10843,16,2024-04-12 00:06:10,000060,2024
10844,14,2024-04-12 00:06:10,000061,2024
10845,15,2024-04-12 00:06:10,000062,2024
10846,29,2024-04-12 00:06:10,000063,2024
10847,50,2024-04-12 00:06:11,000065,2024
10848,20,2024-04-12 00:06:11,000066,2024
10849,52,2024-04-12 00:06:11,000068,2024
10850,70,2024-04-12 00:06:12,000069,2024
10851,23,2024-04-12 00:06:12,000070,2024
10852,26,2024-04-12 00:06:12,000078,2024
10853,65,2024-04-12 00:06:13,000088,2024
10854,45,2024-04-12 00:06:13,000089,2024
10855,14,2024-04-12 00:06:13,000090,2024
10856,3,2024-04-12 00:06:14,000096,2024
10857,53,2024-04-12 00:06:14,000099,2024
10858,34,2024-04-12 00:06:14,000100,2024
10859,55,2024-04-12 00:06:15,000151,2024
10860,12,2024-04-12 00:06:16,000153,2024
10861,10,2024-04-12 00:06:16,000155,2024
10862,48,2024-04-12 00:06:16,000156,2024
10863,54,2024-04-12 00:06:16,000157,2024
10864,14,2024-04-12 00:06:17,000158,2024
10865,29,2024-04-12 00:06:17,000159,2024
10866,65,2024-04-12 00:06:18,000166,2024
10867,33,2024-04-12 00:06:18,000301,2024
10868,57,2024-04-12 00:06:19,000333,2024
10869,49,2024-04-12 00:06:20,000338,2024
10870,34,2024-04-12 00:06:20,000400,2024
10871,63,2024-04-12 00:06:21,000401,2024
10872,75,2024-04-12 00:06:21,000402,2024
10873,22,2024-04-12 00:06:21,000403,2024
10874,41,2024-04-12 00:06:22,000404,2024
10875,21,2024-04-12 00:06:22,000407,2024
10876,49,2024-04-12 00:06:23,000408,2024
10877,28,2024-04-12 00:06:23,000409,2024
10878,46,2024-04-12 00:06:23,000410,2024
10879,13,2024-04-12 00:06:23,000411,2024
10880,3,2024-04-12 00:06:23,000413,2024
10881,46,2024-04-12 00:06:24,000415,2024
10882,27,2024-04-12 00:06:24,000416,2024
10883,9,2024-04-12 00:06:24,000417,2024
10884,4,2024-04-12 00:06:24,000419,2024
10885,33,2024-04-12 00:06:25,000420,2024
10886,48,2024-04-12 00:06:25,000421,2024
10887,45,2024-04-12 00:06:25,000422,2024
10888,42,2024-04-12 00:06:25,000423,2024
10889,9,2024-04-12 00:06:26,000425,2024
10890,18,2024-04-12 00:06:26,000426,2024
10891,26,2024-04-12 00:06:26,000428,2024
10892,39,2024-04-12 00:06:27,000429,2024
10893,2,2024-04-12 00:06:27,000430,2024
10894,56,2024-04-12 00:06:28,000488,2024
10895,28,2024-04-12 00:06:28,000498,2024
10896,33,2024-04-12 00:06:28,000501,2024
10897,29,2024-04-12 00:06:28,000503,2024
10898,23,2024-04-12 00:06:29,000504,2024
10899,33,2024-04-12 00:06:29,000505,2024
10900,9,2024-04-12 00:06:30,000506,2024
10901,18,2024-04-12 00:06:30,000507,2024
10902,20,2024-04-12 00:06:30,000509,2024
10903,32,2024-04-12 00:06:31,000510,2024
10904,62,2024-04-12 00:06:32,000513,2024
10905,22,2024-04-12 00:06:32,000514,2024
10906,14,2024-04-12 00:06:32,000516,2024
10907,2,2024-04-12 00:06:32,000517,2024
10908,5,2024-04-12 00:06:32,000518,2024
10909,34,2024-04-12 00:06:33,000519,2024
10910,2,2024-04-12 00:06:33,000520,2024
10911,46,2024-04-12 00:06:33,000521,2024
10912,48,2024-04-12 00:06:33,000523,2024
10913,45,2024-04-12 00:06:34,000524,2024
10914,18,2024-04-12 00:06:34,000525,2024
10915,17,2024-04-12 00:06:34,000526,2024
10916,54,2024-04-12 00:06:34,000528,2024
10917,25,2024-04-12 00:06:35,000529,2024
10918,11,2024-04-12 00:06:35,000530,2024
10919,46,2024-04-12 00:06:35,000531,2024
10920,33,2024-04-12 00:06:36,000532,2024
10921,18,2024-04-12 00:06:36,000533,2024
10922,54,2024-04-12 00:06:38,000534,2024
10923,47,2024-04-12 00:06:38,000536,2024
10924,16,2024-04-12 00:06:38,000537,2024
10925,52,2024-04-12 00:06:39,000538,2024
10926,47,2024-04-12 00:06:39,000539,2024
10927,31,2024-04-12 00:06:39,000541,2024
10928,19,2024-04-12 00:06:40,000543,2024
10929,51,2024-04-12 00:06:41,000544,2024
